"instance_id";"provider_id";"schedule_date";"session";"location_id";"template_id";"generated_from_template";"notes"
570;13;"2025-04-08";"FD";23;345;1;""
571;8;"2025-04-08";"FD";516;346;1;""
572;14;"2025-04-08";"FD";99;347;1;""
573;12;"2025-04-08";"FD";102;353;1;""
574;16;"2025-04-08";"FD";105;354;1;""
575;2;"2025-05-06";"FD";2;32;1;""
576;4;"2025-05-06";"FD";4;76;1;""
577;10;"2025-05-06";"FD";8;183;1;""
578;6;"2025-05-06";"FD";50;314;1;""
579;5;"2025-05-06";"FD";50;315;1;""
580;11;"2025-05-06";"FD";86;334;1;""
581;15;"2025-05-06";"FD";91;339;1;""
582;1;"2025-05-06";"FD";91;340;1;""
583;7;"2025-05-06";"FD";93;341;1;""
584;3;"2025-05-06";"FD";93;342;1;""
585;13;"2025-05-06";"FD";23;345;1;""
586;8;"2025-05-06";"FD";516;346;1;""
587;14;"2025-05-06";"FD";99;347;1;""
588;12;"2025-05-06";"FD";102;353;1;""
589;16;"2025-05-06";"FD";105;354;1;""
590;2;"2025-06-03";"FD";2;32;1;""
591;4;"2025-06-03";"FD";4;76;1;""
592;10;"2025-06-03";"FD";8;183;1;""
593;6;"2025-06-03";"FD";50;314;1;""
594;5;"2025-06-03";"FD";50;315;1;""
595;11;"2025-06-03";"FD";86;334;1;""
596;15;"2025-06-03";"FD";91;339;1;""
597;1;"2025-06-03";"FD";91;340;1;""
598;7;"2025-06-03";"FD";93;341;1;""
599;3;"2025-06-03";"FD";93;342;1;""
600;13;"2025-06-03";"FD";23;345;1;""
601;8;"2025-06-03";"FD";516;346;1;""
602;14;"2025-06-03";"FD";99;347;1;""
603;12;"2025-06-03";"FD";102;353;1;""
604;16;"2025-06-03";"FD";105;354;1;""
605;2;"2025-07-08";"FD";2;32;1;""
606;4;"2025-07-08";"FD";4;76;1;""
607;10;"2025-07-08";"FD";8;183;1;""
608;6;"2025-07-08";"FD";50;314;1;""
609;5;"2025-07-08";"FD";50;315;1;""
610;11;"2025-07-08";"FD";86;334;1;""
611;15;"2025-07-08";"FD";91;339;1;""
612;1;"2025-07-08";"FD";91;340;1;""
613;7;"2025-07-08";"FD";93;341;1;""
614;3;"2025-07-08";"FD";93;342;1;""
615;13;"2025-07-08";"FD";23;345;1;""
616;8;"2025-07-08";"FD";516;346;1;""
617;14;"2025-07-08";"FD";99;347;1;""
618;12;"2025-07-08";"FD";102;353;1;""
619;16;"2025-07-08";"FD";105;354;1;""
620;2;"2025-08-05";"FD";2;32;1;""
621;4;"2025-08-05";"FD";4;76;1;""
622;10;"2025-08-05";"FD";8;183;1;""
623;6;"2025-08-05";"FD";50;314;1;""
624;5;"2025-08-05";"FD";50;315;1;""
625;11;"2025-08-05";"FD";86;334;1;""
626;15;"2025-08-05";"FD";91;339;1;""
627;1;"2025-08-05";"FD";91;340;1;""
628;7;"2025-08-05";"FD";93;341;1;""
629;3;"2025-08-05";"FD";93;342;1;""
630;13;"2025-08-05";"FD";23;345;1;""
631;8;"2025-08-05";"FD";516;346;1;""
632;14;"2025-08-05";"FD";99;347;1;""
633;12;"2025-08-05";"FD";102;353;1;""
634;16;"2025-08-05";"FD";105;354;1;""
635;2;"2025-09-09";"FD";2;32;1;""
636;4;"2025-09-09";"FD";4;76;1;""
637;10;"2025-09-09";"FD";8;183;1;""
638;6;"2025-09-09";"FD";50;314;1;""
639;5;"2025-09-09";"FD";50;315;1;""
640;11;"2025-09-09";"FD";86;334;1;""
641;15;"2025-09-09";"FD";91;339;1;""
642;1;"2025-09-09";"FD";91;340;1;""
643;7;"2025-09-09";"FD";93;341;1;""
644;3;"2025-09-09";"FD";93;342;1;""
645;13;"2025-09-09";"FD";23;345;1;""
646;8;"2025-09-09";"FD";516;346;1;""
647;14;"2025-09-09";"FD";99;347;1;""
648;12;"2025-09-09";"FD";102;353;1;""
649;16;"2025-09-09";"FD";105;354;1;""
650;2;"2025-10-07";"FD";2;32;1;""
651;4;"2025-10-07";"FD";4;76;1;""
652;10;"2025-10-07";"FD";8;183;1;""
653;6;"2025-10-07";"FD";50;314;1;""
654;5;"2025-10-07";"FD";50;315;1;""
655;11;"2025-10-07";"FD";86;334;1;""
656;15;"2025-10-07";"FD";91;339;1;""
657;1;"2025-10-07";"FD";91;340;1;""
658;7;"2025-10-07";"FD";93;341;1;""
659;3;"2025-10-07";"FD";93;342;1;""
660;13;"2025-10-07";"FD";23;345;1;""
661;8;"2025-10-07";"FD";516;346;1;""
662;14;"2025-10-07";"FD";99;347;1;""
663;12;"2025-10-07";"FD";102;353;1;""
664;16;"2025-10-07";"FD";105;354;1;""
665;2;"2025-11-04";"FD";2;32;1;""
666;4;"2025-11-04";"FD";4;76;1;""
667;10;"2025-11-04";"FD";8;183;1;""
668;6;"2025-11-04";"FD";50;314;1;""
669;5;"2025-11-04";"FD";50;315;1;""
670;11;"2025-11-04";"FD";86;334;1;""
671;15;"2025-11-04";"FD";91;339;1;""
672;1;"2025-11-04";"FD";91;340;1;""
673;7;"2025-11-04";"FD";93;341;1;""
674;3;"2025-11-04";"FD";93;342;1;""
675;13;"2025-11-04";"FD";23;345;1;""
676;8;"2025-11-04";"FD";516;346;1;""
677;14;"2025-11-04";"FD";99;347;1;""
678;12;"2025-11-04";"FD";102;353;1;""
679;16;"2025-11-04";"FD";105;354;1;""
680;2;"2025-12-09";"FD";2;32;1;""
681;4;"2025-12-09";"FD";4;76;1;""
682;10;"2025-12-09";"FD";8;183;1;""
683;6;"2025-12-09";"FD";50;314;1;""
684;5;"2025-12-09";"FD";50;315;1;""
685;11;"2025-12-09";"FD";86;334;1;""
686;15;"2025-12-09";"FD";91;339;1;""
687;1;"2025-12-09";"FD";91;340;1;""
688;7;"2025-12-09";"FD";93;341;1;""
689;3;"2025-12-09";"FD";93;342;1;""
690;13;"2025-12-09";"FD";23;345;1;""
691;8;"2025-12-09";"FD";516;346;1;""
692;14;"2025-12-09";"FD";99;347;1;""
693;12;"2025-12-09";"FD";102;353;1;""
694;16;"2025-12-09";"FD";105;354;1;""
695;6;"2025-01-08";"FD";2;25;1;"6 hours"
696;4;"2025-01-08";"FD";2;26;1;""
697;3;"2025-01-08";"FD";11;69;1;""
698;1;"2025-01-08";"FD";4;70;1;""
699;12;"2025-01-08";"PM";6;127;1;""
700;10;"2025-01-08";"FD";6;128;1;""
701;8;"2025-01-08";"FD";6;129;1;""
702;2;"2025-01-08";"FD";6;130;1;""
703;15;"2025-01-08";"FD";8;179;1;""
704;11;"2025-01-08";"FD";11;211;1;""
705;14;"2025-01-08";"FD";11;212;1;""
706;7;"2025-01-08";"FD";4;213;1;""
707;12;"2025-01-08";"AM";27;285;1;""
708;13;"2025-01-08";"FD";170;361;1;""
709;5;"2025-01-08";"FD";170;362;1;""
710;6;"2025-02-05";"FD";2;25;1;"6 hours"
711;4;"2025-02-05";"FD";2;26;1;""
712;3;"2025-02-05";"FD";11;69;1;""
713;1;"2025-02-05";"FD";4;70;1;""
714;12;"2025-02-05";"PM";6;127;1;""
715;10;"2025-02-05";"FD";6;128;1;""
716;8;"2025-02-05";"FD";6;129;1;""
717;2;"2025-02-05";"FD";6;130;1;""
718;15;"2025-02-05";"FD";8;179;1;""
719;11;"2025-02-05";"FD";11;211;1;""
720;14;"2025-02-05";"FD";11;212;1;""
721;7;"2025-02-05";"FD";4;213;1;""
722;12;"2025-02-05";"AM";27;285;1;""
723;13;"2025-02-05";"FD";170;361;1;""
724;5;"2025-02-05";"FD";170;362;1;""
725;6;"2025-03-05";"FD";2;25;1;"6 hours"
726;4;"2025-03-05";"FD";2;26;1;""
727;3;"2025-03-05";"FD";11;69;1;""
728;1;"2025-03-05";"FD";4;70;1;""
729;12;"2025-03-05";"PM";6;127;1;""
730;10;"2025-03-05";"FD";6;128;1;""
731;8;"2025-03-05";"FD";6;129;1;""
732;2;"2025-03-05";"FD";6;130;1;""
733;15;"2025-03-05";"FD";8;179;1;""
734;11;"2025-03-05";"FD";11;211;1;""
735;14;"2025-03-05";"FD";11;212;1;""
736;7;"2025-03-05";"FD";4;213;1;""
737;12;"2025-03-05";"AM";27;285;1;""
738;13;"2025-03-05";"FD";170;361;1;""
739;5;"2025-03-05";"FD";170;362;1;""
740;6;"2025-04-09";"FD";2;25;1;"6 hours"
741;4;"2025-04-09";"FD";2;26;1;""
742;3;"2025-04-09";"FD";11;69;1;""
743;1;"2025-04-09";"FD";4;70;1;""
744;12;"2025-04-09";"PM";6;127;1;""
745;10;"2025-04-09";"FD";6;128;1;""
746;8;"2025-04-09";"FD";6;129;1;""
747;2;"2025-04-09";"FD";6;130;1;""
748;15;"2025-04-09";"FD";8;179;1;""
749;11;"2025-04-09";"FD";11;211;1;""
750;14;"2025-04-09";"FD";11;212;1;""
751;7;"2025-04-09";"FD";4;213;1;""
752;12;"2025-04-09";"AM";27;285;1;""
753;13;"2025-04-09";"FD";170;361;1;""
754;5;"2025-04-09";"FD";170;362;1;""
755;6;"2025-05-07";"FD";2;25;1;"6 hours"
756;4;"2025-05-07";"FD";2;26;1;""
757;3;"2025-05-07";"FD";11;69;1;""
758;1;"2025-05-07";"FD";4;70;1;""
759;12;"2025-05-07";"PM";6;127;1;""
760;10;"2025-05-07";"FD";6;128;1;""
761;8;"2025-05-07";"FD";6;129;1;""
762;2;"2025-05-07";"FD";6;130;1;""
763;15;"2025-05-07";"FD";8;179;1;""
764;11;"2025-05-07";"FD";11;211;1;""
765;14;"2025-05-07";"FD";11;212;1;""
766;7;"2025-05-07";"FD";4;213;1;""
767;12;"2025-05-07";"AM";27;285;1;""
768;13;"2025-05-07";"FD";170;361;1;""
769;5;"2025-05-07";"FD";170;362;1;""
770;6;"2025-06-04";"FD";2;25;1;"6 hours"
771;4;"2025-06-04";"FD";2;26;1;""
772;3;"2025-06-04";"FD";11;69;1;""
773;1;"2025-06-04";"FD";4;70;1;""
774;12;"2025-06-04";"PM";6;127;1;""
775;10;"2025-06-04";"FD";6;128;1;""
776;8;"2025-06-04";"FD";6;129;1;""
777;2;"2025-06-04";"FD";6;130;1;""
778;15;"2025-06-04";"FD";8;179;1;""
779;11;"2025-06-04";"FD";11;211;1;""
780;14;"2025-06-04";"FD";11;212;1;""
781;7;"2025-06-04";"FD";4;213;1;""
782;12;"2025-06-04";"AM";27;285;1;""
783;13;"2025-06-04";"FD";170;361;1;""
784;5;"2025-06-04";"FD";170;362;1;""
785;6;"2025-07-09";"FD";2;25;1;"6 hours"
786;4;"2025-07-09";"FD";2;26;1;""
787;3;"2025-07-09";"FD";11;69;1;""
788;1;"2025-07-09";"FD";4;70;1;""
789;12;"2025-07-09";"PM";6;127;1;""
790;10;"2025-07-09";"FD";6;128;1;""
791;8;"2025-07-09";"FD";6;129;1;""
792;2;"2025-07-09";"FD";6;130;1;""
793;15;"2025-07-09";"FD";8;179;1;""
794;11;"2025-07-09";"FD";11;211;1;""
795;14;"2025-07-09";"FD";11;212;1;""
796;7;"2025-07-09";"FD";4;213;1;""
797;12;"2025-07-09";"AM";27;285;1;""
798;13;"2025-07-09";"FD";170;361;1;""
799;5;"2025-07-09";"FD";170;362;1;""
800;6;"2025-08-06";"FD";2;25;1;"6 hours"
801;4;"2025-08-06";"FD";2;26;1;""
802;3;"2025-08-06";"FD";11;69;1;""
803;1;"2025-08-06";"FD";4;70;1;""
804;12;"2025-08-06";"PM";6;127;1;""
805;10;"2025-08-06";"FD";6;128;1;""
806;8;"2025-08-06";"FD";6;129;1;""
807;2;"2025-08-06";"FD";6;130;1;""
808;15;"2025-08-06";"FD";8;179;1;""
809;11;"2025-08-06";"FD";11;211;1;""
810;14;"2025-08-06";"FD";11;212;1;""
811;7;"2025-08-06";"FD";4;213;1;""
812;12;"2025-08-06";"AM";27;285;1;""
813;13;"2025-08-06";"FD";170;361;1;""
814;5;"2025-08-06";"FD";170;362;1;""
815;6;"2025-09-10";"FD";2;25;1;"6 hours"
816;4;"2025-09-10";"FD";2;26;1;""
817;3;"2025-09-10";"FD";11;69;1;""
818;1;"2025-09-10";"FD";4;70;1;""
819;12;"2025-09-10";"PM";6;127;1;""
820;10;"2025-09-10";"FD";6;128;1;""
821;8;"2025-09-10";"FD";6;129;1;""
822;2;"2025-09-10";"FD";6;130;1;""
823;15;"2025-09-10";"FD";8;179;1;""
824;11;"2025-09-10";"FD";11;211;1;""
825;14;"2025-09-10";"FD";11;212;1;""
826;7;"2025-09-10";"FD";4;213;1;""
827;12;"2025-09-10";"AM";27;285;1;""
828;13;"2025-09-10";"FD";170;361;1;""
829;5;"2025-09-10";"FD";170;362;1;""
830;6;"2025-10-08";"FD";2;25;1;"6 hours"
831;4;"2025-10-08";"FD";2;26;1;""
832;3;"2025-10-08";"FD";11;69;1;""
833;1;"2025-10-08";"FD";4;70;1;""
834;12;"2025-10-08";"PM";6;127;1;""
835;10;"2025-10-08";"FD";6;128;1;""
836;8;"2025-10-08";"FD";6;129;1;""
837;2;"2025-10-08";"FD";6;130;1;""
838;15;"2025-10-08";"FD";8;179;1;""
839;11;"2025-10-08";"FD";11;211;1;""
840;14;"2025-10-08";"FD";11;212;1;""
841;7;"2025-10-08";"FD";4;213;1;""
842;12;"2025-10-08";"AM";27;285;1;""
843;13;"2025-10-08";"FD";170;361;1;""
844;5;"2025-10-08";"FD";170;362;1;""
845;6;"2025-11-05";"FD";2;25;1;"6 hours"
846;4;"2025-11-05";"FD";2;26;1;""
847;3;"2025-11-05";"FD";11;69;1;""
848;1;"2025-11-05";"FD";4;70;1;""
849;12;"2025-11-05";"PM";6;127;1;""
850;10;"2025-11-05";"FD";6;128;1;""
851;8;"2025-11-05";"FD";6;129;1;""
852;2;"2025-11-05";"FD";6;130;1;""
853;15;"2025-11-05";"FD";8;179;1;""
854;11;"2025-11-05";"FD";11;211;1;""
855;14;"2025-11-05";"FD";11;212;1;""
856;7;"2025-11-05";"FD";4;213;1;""
857;12;"2025-11-05";"AM";27;285;1;""
858;13;"2025-11-05";"FD";170;361;1;""
859;5;"2025-11-05";"FD";170;362;1;""
860;6;"2025-12-10";"FD";2;25;1;"6 hours"
861;4;"2025-12-10";"FD";2;26;1;""
862;3;"2025-12-10";"FD";11;69;1;""
863;1;"2025-12-10";"FD";4;70;1;""
864;12;"2025-12-10";"PM";6;127;1;""
865;10;"2025-12-10";"FD";6;128;1;""
866;8;"2025-12-10";"FD";6;129;1;""
867;2;"2025-12-10";"FD";6;130;1;""
868;15;"2025-12-10";"FD";8;179;1;""
869;11;"2025-12-10";"FD";11;211;1;""
870;14;"2025-12-10";"FD";11;212;1;""
871;7;"2025-12-10";"FD";4;213;1;""
872;12;"2025-12-10";"AM";27;285;1;""
873;13;"2025-12-10";"FD";170;361;1;""
874;5;"2025-12-10";"FD";170;362;1;""
875;8;"2025-01-09";"FD";2;15;1;""
876;5;"2025-01-09";"FD";2;16;1;""
877;17;"2025-01-09";"FD";4;61;1;""
878;4;"2025-01-09";"FD";4;62;1;""
879;16;"2025-01-09";"FD";6;111;1;""
880;13;"2025-01-09";"FD";6;112;1;""
881;7;"2025-01-09";"FD";6;113;1;""
882;12;"2025-01-09";"FD";8;173;1;""
883;10;"2025-01-09";"FD";10;197;1;""
884;14;"2025-01-09";"FD";11;204;1;""
885;3;"2025-01-09";"AM";27;282;1;""
886;6;"2025-01-09";"FD";50;303;1;""
887;15;"2025-01-09";"FD";56;318;1;""
888;1;"2025-01-09";"FD";56;319;1;""
889;2;"2025-01-09";"PM";102;351;1;""
890;2;"2025-01-09";"AM";243;371;1;""
891;3;"2025-01-09";"PM";246;372;1;""
892;11;"2025-01-09";"FD";255;373;1;""
893;8;"2025-02-06";"FD";2;15;1;""
894;5;"2025-02-06";"FD";2;16;1;""
895;17;"2025-02-06";"FD";4;61;1;""
896;4;"2025-02-06";"FD";4;62;1;""
897;16;"2025-02-06";"FD";6;111;1;""
898;13;"2025-02-06";"FD";6;112;1;""
899;7;"2025-02-06";"FD";6;113;1;""
900;12;"2025-02-06";"FD";8;173;1;""
901;10;"2025-02-06";"FD";10;197;1;""
902;14;"2025-02-06";"FD";11;204;1;""
903;3;"2025-02-06";"AM";27;282;1;""
904;6;"2025-02-06";"FD";50;303;1;""
905;15;"2025-02-06";"FD";56;318;1;""
906;1;"2025-02-06";"FD";56;319;1;""
907;2;"2025-02-06";"PM";102;351;1;""
908;2;"2025-02-06";"AM";243;371;1;""
909;3;"2025-02-06";"PM";246;372;1;""
910;11;"2025-02-06";"FD";255;373;1;""
911;8;"2025-03-06";"FD";2;15;1;""
912;5;"2025-03-06";"FD";2;16;1;""
913;17;"2025-03-06";"FD";4;61;1;""
914;4;"2025-03-06";"FD";4;62;1;""
915;16;"2025-03-06";"FD";6;111;1;""
916;13;"2025-03-06";"FD";6;112;1;""
917;7;"2025-03-06";"FD";6;113;1;""
918;12;"2025-03-06";"FD";8;173;1;""
919;10;"2025-03-06";"FD";10;197;1;""
920;14;"2025-03-06";"FD";11;204;1;""
921;3;"2025-03-06";"AM";27;282;1;""
922;6;"2025-03-06";"FD";50;303;1;""
923;15;"2025-03-06";"FD";56;318;1;""
924;1;"2025-03-06";"FD";56;319;1;""
925;2;"2025-03-06";"PM";102;351;1;""
926;2;"2025-03-06";"AM";243;371;1;""
927;3;"2025-03-06";"PM";246;372;1;""
928;11;"2025-03-06";"FD";255;373;1;""
929;8;"2025-04-10";"FD";2;15;1;""
930;5;"2025-04-10";"FD";2;16;1;""
931;17;"2025-04-10";"FD";4;61;1;""
932;4;"2025-04-10";"FD";4;62;1;""
933;16;"2025-04-10";"FD";6;111;1;""
934;13;"2025-04-10";"FD";6;112;1;""
935;7;"2025-04-10";"FD";6;113;1;""
936;12;"2025-04-10";"FD";8;173;1;""
937;10;"2025-04-10";"FD";10;197;1;""
938;14;"2025-04-10";"FD";11;204;1;""
939;3;"2025-04-10";"AM";27;282;1;""
940;6;"2025-04-10";"FD";50;303;1;""
941;15;"2025-04-10";"FD";56;318;1;""
942;1;"2025-04-10";"FD";56;319;1;""
943;2;"2025-04-10";"PM";102;351;1;""
944;2;"2025-04-10";"AM";243;371;1;""
945;3;"2025-04-10";"PM";246;372;1;""
946;11;"2025-04-10";"FD";255;373;1;""
947;8;"2025-05-08";"FD";2;15;1;""
948;5;"2025-05-08";"FD";2;16;1;""
949;17;"2025-05-08";"FD";4;61;1;""
950;4;"2025-05-08";"FD";4;62;1;""
951;16;"2025-05-08";"FD";6;111;1;""
952;13;"2025-05-08";"FD";6;112;1;""
953;7;"2025-05-08";"FD";6;113;1;""
954;12;"2025-05-08";"FD";8;173;1;""
955;10;"2025-05-08";"FD";10;197;1;""
956;14;"2025-05-08";"FD";11;204;1;""
957;3;"2025-05-08";"AM";27;282;1;""
958;6;"2025-05-08";"FD";50;303;1;""
959;15;"2025-05-08";"FD";56;318;1;""
960;1;"2025-05-08";"FD";56;319;1;""
961;2;"2025-05-08";"PM";102;351;1;""
962;2;"2025-05-08";"AM";243;371;1;""
963;3;"2025-05-08";"PM";246;372;1;""
964;11;"2025-05-08";"FD";255;373;1;""
965;8;"2025-06-05";"FD";2;15;1;""
966;5;"2025-06-05";"FD";2;16;1;""
967;17;"2025-06-05";"FD";4;61;1;""
968;4;"2025-06-05";"FD";4;62;1;""
969;16;"2025-06-05";"FD";6;111;1;""
970;13;"2025-06-05";"FD";6;112;1;""
971;7;"2025-06-05";"FD";6;113;1;""
972;12;"2025-06-05";"FD";8;173;1;""
973;10;"2025-06-05";"FD";10;197;1;""
974;14;"2025-06-05";"FD";11;204;1;""
975;3;"2025-06-05";"AM";27;282;1;""
976;6;"2025-06-05";"FD";50;303;1;""
977;15;"2025-06-05";"FD";56;318;1;""
978;1;"2025-06-05";"FD";56;319;1;""
979;2;"2025-06-05";"PM";102;351;1;""
980;2;"2025-06-05";"AM";243;371;1;""
981;3;"2025-06-05";"PM";246;372;1;""
982;11;"2025-06-05";"FD";255;373;1;""
983;8;"2025-07-10";"FD";2;15;1;""
984;5;"2025-07-10";"FD";2;16;1;""
985;17;"2025-07-10";"FD";4;61;1;""
986;4;"2025-07-10";"FD";4;62;1;""
987;16;"2025-07-10";"FD";6;111;1;""
988;13;"2025-07-10";"FD";6;112;1;""
989;7;"2025-07-10";"FD";6;113;1;""
990;12;"2025-07-10";"FD";8;173;1;""
991;10;"2025-07-10";"FD";10;197;1;""
992;14;"2025-07-10";"FD";11;204;1;""
993;3;"2025-07-10";"AM";27;282;1;""
994;6;"2025-07-10";"FD";50;303;1;""
995;15;"2025-07-10";"FD";56;318;1;""
996;1;"2025-07-10";"FD";56;319;1;""
997;2;"2025-07-10";"PM";102;351;1;""
998;2;"2025-07-10";"AM";243;371;1;""
999;3;"2025-07-10";"PM";246;372;1;""
1000;11;"2025-07-10";"FD";255;373;1;""
1001;8;"2025-08-07";"FD";2;15;1;""
1002;5;"2025-08-07";"FD";2;16;1;""
1003;17;"2025-08-07";"FD";4;61;1;""
1004;4;"2025-08-07";"FD";4;62;1;""
1005;16;"2025-08-07";"FD";6;111;1;""
1006;13;"2025-08-07";"FD";6;112;1;""
1007;7;"2025-08-07";"FD";6;113;1;""
1008;12;"2025-08-07";"FD";8;173;1;""
1009;10;"2025-08-07";"FD";10;197;1;""
1010;14;"2025-08-07";"FD";11;204;1;""
1011;3;"2025-08-07";"AM";27;282;1;""
1012;6;"2025-08-07";"FD";50;303;1;""
1013;15;"2025-08-07";"FD";56;318;1;""
1014;1;"2025-08-07";"FD";56;319;1;""
1015;2;"2025-08-07";"PM";102;351;1;""
1016;2;"2025-08-07";"AM";243;371;1;""
1017;3;"2025-08-07";"PM";246;372;1;""
1018;11;"2025-08-07";"FD";255;373;1;""
1019;8;"2025-09-11";"FD";2;15;1;""
1020;5;"2025-09-11";"FD";2;16;1;""
1021;17;"2025-09-11";"FD";4;61;1;""
1022;4;"2025-09-11";"FD";4;62;1;""
1023;16;"2025-09-11";"FD";6;111;1;""
1024;13;"2025-09-11";"FD";6;112;1;""
1025;7;"2025-09-11";"FD";6;113;1;""
1026;12;"2025-09-11";"FD";8;173;1;""
1027;10;"2025-09-11";"FD";10;197;1;""
1028;14;"2025-09-11";"FD";11;204;1;""
1029;3;"2025-09-11";"AM";27;282;1;""
1030;6;"2025-09-11";"FD";50;303;1;""
1031;15;"2025-09-11";"FD";56;318;1;""
1032;1;"2025-09-11";"FD";56;319;1;""
1033;2;"2025-09-11";"PM";102;351;1;""
1034;2;"2025-09-11";"AM";243;371;1;""
1035;3;"2025-09-11";"PM";246;372;1;""
1036;11;"2025-09-11";"FD";255;373;1;""
1037;8;"2025-10-09";"FD";2;15;1;""
1038;5;"2025-10-09";"FD";2;16;1;""
1039;17;"2025-10-09";"FD";4;61;1;""
1040;4;"2025-10-09";"FD";4;62;1;""
1041;16;"2025-10-09";"FD";6;111;1;""
1042;13;"2025-10-09";"FD";6;112;1;""
1043;7;"2025-10-09";"FD";6;113;1;""
1044;12;"2025-10-09";"FD";8;173;1;""
1045;10;"2025-10-09";"FD";10;197;1;""
1046;14;"2025-10-09";"FD";11;204;1;""
1047;3;"2025-10-09";"AM";27;282;1;""
1048;6;"2025-10-09";"FD";50;303;1;""
1049;15;"2025-10-09";"FD";56;318;1;""
1050;1;"2025-10-09";"FD";56;319;1;""
1051;2;"2025-10-09";"PM";102;351;1;""
1052;2;"2025-10-09";"AM";243;371;1;""
1053;3;"2025-10-09";"PM";246;372;1;""
1054;11;"2025-10-09";"FD";255;373;1;""
1055;8;"2025-11-06";"FD";2;15;1;""
1056;5;"2025-11-06";"FD";2;16;1;""
1057;17;"2025-11-06";"FD";4;61;1;""
1058;4;"2025-11-06";"FD";4;62;1;""
1059;16;"2025-11-06";"FD";6;111;1;""
1060;13;"2025-11-06";"FD";6;112;1;""
1061;7;"2025-11-06";"FD";6;113;1;""
1062;12;"2025-11-06";"FD";8;173;1;""
1063;10;"2025-11-06";"FD";10;197;1;""
1064;14;"2025-11-06";"FD";11;204;1;""
1065;3;"2025-11-06";"AM";27;282;1;""
1066;6;"2025-11-06";"FD";50;303;1;""
1067;15;"2025-11-06";"FD";56;318;1;""
1068;1;"2025-11-06";"FD";56;319;1;""
1069;2;"2025-11-06";"PM";102;351;1;""
1070;2;"2025-11-06";"AM";243;371;1;""
1071;3;"2025-11-06";"PM";246;372;1;""
1072;11;"2025-11-06";"FD";255;373;1;""
1073;8;"2025-12-11";"FD";2;15;1;""
1074;5;"2025-12-11";"FD";2;16;1;""
1075;17;"2025-12-11";"FD";4;61;1;""
1076;4;"2025-12-11";"FD";4;62;1;""
1077;16;"2025-12-11";"FD";6;111;1;""
1078;13;"2025-12-11";"FD";6;112;1;""
1079;7;"2025-12-11";"FD";6;113;1;""
1080;12;"2025-12-11";"FD";8;173;1;""
1081;10;"2025-12-11";"FD";10;197;1;""
1082;14;"2025-12-11";"FD";11;204;1;""
1083;3;"2025-12-11";"AM";27;282;1;""
1084;6;"2025-12-11";"FD";50;303;1;""
1085;15;"2025-12-11";"FD";56;318;1;""
1086;1;"2025-12-11";"FD";56;319;1;""
1087;2;"2025-12-11";"PM";102;351;1;""
1088;2;"2025-12-11";"AM";243;371;1;""
1089;3;"2025-12-11";"PM";246;372;1;""
1090;11;"2025-12-11";"FD";255;373;1;""
1091;5;"2025-01-10";"FD";2;7;1;""
1092;7;"2025-01-10";"FD";4;50;1;""
1093;3;"2025-01-10";"FD";4;51;1;""
1094;2;"2025-01-10";"FD";4;52;1;""
1095;16;"2025-01-10";"FD";6;95;1;""
1096;13;"2025-01-10";"FD";6;96;1;""
1097;4;"2025-01-10";"FD";6;97;1;""
1098;15;"2025-01-10";"FD";8;165;1;""
1099;14;"2025-01-10";"FD";8;166;1;""
1100;1;"2025-01-10";"FD";8;167;1;""
1101;12;"2025-01-10";"FD";23;260;1;""
1102;6;"2025-01-10";"FD";50;299;1;""
1103;8;"2025-01-10";"FD";330;379;1;""
1104;11;"2025-01-10";"FD";332;380;1;""
1105;10;"2025-01-10";"FD";332;381;1;""
1106;5;"2025-02-07";"FD";2;7;1;""
1107;7;"2025-02-07";"FD";4;50;1;""
1108;3;"2025-02-07";"FD";4;51;1;""
1109;2;"2025-02-07";"FD";4;52;1;""
1110;16;"2025-02-07";"FD";6;95;1;""
1111;13;"2025-02-07";"FD";6;96;1;""
1112;4;"2025-02-07";"FD";6;97;1;""
1113;15;"2025-02-07";"FD";8;165;1;""
1114;14;"2025-02-07";"FD";8;166;1;""
1115;1;"2025-02-07";"FD";8;167;1;""
1116;12;"2025-02-07";"FD";23;260;1;""
1117;6;"2025-02-07";"FD";50;299;1;""
1118;8;"2025-02-07";"FD";330;379;1;""
1119;11;"2025-02-07";"FD";332;380;1;""
1120;10;"2025-02-07";"FD";332;381;1;""
1121;5;"2025-03-07";"FD";2;7;1;""
1122;7;"2025-03-07";"FD";4;50;1;""
1123;3;"2025-03-07";"FD";4;51;1;""
1124;2;"2025-03-07";"FD";4;52;1;""
1125;16;"2025-03-07";"FD";6;95;1;""
1126;13;"2025-03-07";"FD";6;96;1;""
1127;4;"2025-03-07";"FD";6;97;1;""
1128;15;"2025-03-07";"FD";8;165;1;""
1129;14;"2025-03-07";"FD";8;166;1;""
1130;1;"2025-03-07";"FD";8;167;1;""
1131;12;"2025-03-07";"FD";23;260;1;""
1132;6;"2025-03-07";"FD";50;299;1;""
1133;8;"2025-03-07";"FD";330;379;1;""
1134;11;"2025-03-07";"FD";332;380;1;""
1135;10;"2025-03-07";"FD";332;381;1;""
1136;5;"2025-04-11";"FD";2;7;1;""
1137;7;"2025-04-11";"FD";4;50;1;""
1138;3;"2025-04-11";"FD";4;51;1;""
1139;2;"2025-04-11";"FD";4;52;1;""
1140;16;"2025-04-11";"FD";6;95;1;""
1141;13;"2025-04-11";"FD";6;96;1;""
1142;4;"2025-04-11";"FD";6;97;1;""
